20363,0
17196,0
18583,0
9562,0
13232,0
13230,0
13147,0
13150,0
9908,0
24236,26
27269,30
26504,0
26195,24
24373,0
24780,52
27030,17
23931,18
26198,8
26203,5
25475,18
28091,15
24248,0
27034,3
27032,9
25506,43
24327,14
27525,28
17197,0
17097,0
10466,0
11746,0
825,0
749,0
19691,0
12876,0
14460,0
13849,0
27952,0
10471,0
14248,0
14590,0
1209,0
6626,0
5659,0
18123,0
8142,0
751,0
28319,0
18989,0
15974,0
674,0
12889,0
1428,0
1632,0
1438,0
10406,0
18048,0
10019,0
10032,0
10188,0
10235,0
10301,0
2203,0
7298,0
10302,0
18752,0
27878,0
18754,0
19758,0
8573,0
8396,0
11365,0
4264,0
7297,0
1954,0
12861,0
27474,0
27858,58
24169,0
23870,0
23869,12
23796,15
27678,20
24820,29
25390,12
13608,0
18532,0
19375,0
11745,0
14958,0
15044,0
14108,0
1834,0
3405,0
3407,0
18046,0
6019,0
13441,0
411,0
1546,0
5578,0
6719,0
6442,0
2771,0
2587,0
5441,0
24508,34
28302,16
23842,11
24344,25
24203,42
24580,21
26351,11
27147,24
24452,26
26194,16
24777,70
24853,8
24807,41
27663,73
10628,0
6480,0
2267,0
12968,0
13367,0
10542,0
18796,0
12829,0
12827,0
17096,0
27851,0
13145,0
28157,0
19035,0
9907,0
11546,0
824,0
748,0
12877,0
12878,0
14465,0
27903,0
14249,0
1210,0
6627,0
18121,0
10096,0
8141,0
750,0
249,0
19276,0
14412,0
25419,18
27197,9
25431,29
24779,4
24279,5
26844,17
27211,178
24328,0
27310,23
26380,8
24080,15
24968,9
25027,16
27063,21
15975,0
673,0
1633,0
1627,0
1976,0
1439,0
10013,0
10953,0
9999,0
10159,0
2201,0
28246,0
18756,0
20006,0
27972,0
8578,0
4263,0
4206,0
4193,0
5204,0
16428,0
16425,0
1953,0
13771,0
7422,0
17473,0
24597,22
24191,0
26900,39
27499,14
25919,107
27188,11
26677,43
24390,0
24897,18
26673,18
27877,26
26672,23
25592,65
24829,40
26931,53
24345,39
24128,0
24204,49
24247,0
1835,0
569,0
6016,0
416,0
1382,0
5574,0
6721,0
6443,0
2588,0
2589,0
5442,0
5443,0
2263,0
12966,0
13366,0
10543,0
11708,0
2334,0
19871,0
12823,0
12830,0
19401,0
12768,0
13618,0
13346,0
23046,0
13151,0
19475,0
9911,0
19333,0
27467,19
27681,0
26654,8
25227,88
24314,25
24823,17
24778,87
25457,8
26205,12
25434,0
25244,51
27552,137
26909,14
24881,48
26553,27
26843,0
24338,362
27036,85
26810,51
24935,25
27850,7
26151,5
7092,0
7631,0
826,0
11722,0
11084,0
12874,0
14462,0
11528,0
14252,0
5662,0
1213,0
6622,0
15968,0
15367,0
672,0
1634,0
1626,0
1974,0
1977,0
2804,0
8425,0
10157,0
9990,0
2197,0
1392,0
7300,0
4262,0
4207,0
4201,0
5205,0
21146,0
16884,0
21553,0
1957,0
24810,0
24402,0
23867,3
23924,19
27364,23
26708,9
27795,27
27388,23
24790,17
25183,24
24788,18
27902,10
26046,0
25685,15
27339,26
27544,21
17094,0
12976,0
14957,0
10324,0
10625,0
4246,0
570,0
571,0
1380,0
6718,0
4242,0
2522,0
12853,0
11713,0
2335,0
16683,0
20636,0
12822,0
43,0
17858,0
12826,0
27321,86
25226,0
24451,31
25428,85
27703,34
26942,54
24806,4
26969,4
27429,2
24003,27
23892,16
26199,23
26200,23
25435,63
25245,30
27693,12
24411,0
26589,12
24337,0
27919,46
19494,0
13617,0
13351,0
17291,0
9904,0
12698,0
13612,0
827,0
15194,0
837,0
18237,0
12875,0
11416,0
11529,0
11522,0
1207,0
669,0
668,0
1628,0
1630,0
1975,0
2576,0
8426,0
10001,0
9989,0
7788,0
1399,0
9519,0
4261,0
4204,0
4202,0
4290,0
18390,0
21147,0
23009,0
16021,0
1956,0
24081,11
25115,24
24969,22
25446,40
28175,23
25046,40
24430,48
23739,19
24253,41
24202,25
24549,44
27363,8
20082,0
19483,0
12972,0
10073,0
10323,0
4245,0
4243,0
1673,0
3257,0
2521,0
1722,0
15683,0
20970,0
16837,0
11412,0
41,0
11584,0
20282,0
12825,0
13310,0
13616,0
19604,0
9906,0
12702,0
27329,0
27915,20
27320,0
25081,6
24795,11
24803,35
25698,8
26137,6
26136,9
24822,14
25617,2
25840,16
27517,1
24410,2
27298,30
24966,5
26588,0
27031,34
24867,87
24961,14
25494,19
27605,10
7796,0
12700,0
7794,0
11119,0
11525,0
12027,0
10336,0
15192,0
836,0
834,0
12058,0
11524,0
11521,0
667,0
1973,0
2578,0
1549,0
1393,0
8427,0
9992,0
9520,0
4260,0
4203,0
27792,0
4200,0
4292,0
20160,0
9135,0
28386,0
23738,19
23850,0
23929,8
27392,58
24949,15
27402,129
25776,7
24223,46
26898,0
25450,14
26045,42
26293,33
25077,0
25038,18
24318,0
25595,25
24886,52
25057,35
24895,32
24677,75
24830,29
24152,9
18161,0
18883,0
10074,0
10326,0
4528,0
2162,0
1671,0
3272,0
2525,0
13032,0
1723,0
17704,0
17945,0
17960,0
19237,0
12195,0
11039,0
22903,0
17304,0
11413,0
22110,0
33,0
12071,0
11587,0
20357,0
21617,0
12831,0
13309,0
13085,0
13350,0
11693,0
9903,0
7055,0
19318,0
8136,0
11159,0
835,0
20931,0
13347,0
13259,0
26653,74
25243,0
24821,8
26895,0
24804,0
27542,6
27297,0
24965,4
24958,0
27179,9
25022,0
26783,18
27060,6
25412,24
23742,39
24232,8
23926,30
10322,0
1972,0
2577,0
1547,0
1576,0
8846,0
3274,0
9420,0
4555,0
1313,0
2281,0
3012,0
4259,0
4208,0
4199,0
17341,0
5165,0
20159,0
9136,0
14839,0
28173,0
11031,0
2524,0
25392,31
24227,53
26321,0
25449,0
24421,21
26065,10
27158,22
26249,0
25039,0
25037,4
24319,38
24317,0
25035,31
25043,4
27791,39
27504,47
26696,16
28385,0
24315,30
25242,64
24861,13
24800,12
24805,26
25480,33
25411,27
13035,0
1721,0
17896,0
21378,0
19840,0
17421,0
18217,0
19426,0
12196,0
11040,0
10443,0
16830,0
10128,0
2709,0
20452,0
19048,0
7192,0
12133,0
11408,0
22239,0
32,0
12065,0
11582,0
13086,0
13348,0
11697,0
19329,0
8206,0
10493,0
10700,0
11158,0
15966,0
19283,0
12159,0
838,0
115,0
10491,0
20939,0
27990,0
17220,0
1971,0
2579,0
1889,0
7242,0
17362,0
7240,0
27426,40
27373,0
26649,6
24360,0
27569,0
24996,0
27589,0
25021,0
25334,0
4571,0
5780,0
3283,0
4553,0
17655,0
8815,0
7869,0
6992,0
9229,0
1588,0
2148,0
1966,0
1312,0
3014,0
1964,0
1259,0
1237,0
1992,0
1821,0
4257,0
1331,0
16887,0
9137,0
17475,0
11029,0
2981,0
8882,0
17229,0
17895,0
17946,0
15927,0
17087,0
26248,23
25581,0
25608,17
24381,48
25042,0
24865,5
26808,31
28387,23
24856,18
24855,4
28172,28
25225,0
25251,98
24802,70
25092,21
24554,2
25820,53
25380,15
25661,78
19257,0
12198,0
11041,0
10412,0
21632,0
10129,0
10222,0
22654,0
18517,0
7214,0
12130,0
23584,0
23627,0
23533,0
11407,0
20905,0
20765,0
34,0
12066,0
22731,0
18807,0
13088,0
502,0
10492,0
10698,0
1416,0
19423,0
12161,0
116,0
20659,0
17985,0
1970,0
7229,0
5788,0
1890,0
2022,0
7243,0
18782,0
5678,0
5710,0
7736,0
16849,0
4572,0
4569,0
5792,0
25844,33
25508,19
25503,59
27997,0
26536,54
27175,14
25019,8
25020,0
25333,0
25495,23
26152,15
24959,13
24274,31
1568,0
3282,0
4554,0
9851,0
8476,0
8816,0
7868,0
6996,0
9231,0
1590,0
2141,0
1968,0
1311,0
3015,0
1261,0
1995,0
1823,0
4267,0
4258,0
4197,0
4623,0
7190,0
7485,0
9142,0
2029,0
2977,0
8876,0
2966,0
2269,0
600,0
19878,0
17606,0
19260,0
25580,0
24380,19
26320,12
24382,12
24860,74
24133,30
24854,15
27680,6
24553,25
26651,12
26650,20
26228,6
12197,0
11042,0
10419,0
16831,0
22661,0
28291,0
7213,0
12131,0
9179,0
11189,0
11410,0
18758,0
36,0
11695,0
18437,0
28380,0
28016,0
505,0
501,0
11205,0
11324,0
16424,0
11019,0
120,0
27724,0
17192,0
17988,0
19687,0
1969,0
9012,0
9058,0
9042,0
8321,0
7228,0
5789,0
2580,0
19607,0
9966,0
2024,0
17480,0
26575,21
24907,59
26153,0
27999,15
24268,13
25018,0
27203,0
25024,130
27204,0
25332,16
26555,11
26049,6
24551,4
28268,34
27028,45
27089,1
25378,15
5711,0
27802,0
4568,0
5783,0
2519,0
2506,0
5482,0
1567,0
2407,0
3281,0
8472,0
8817,0
8902,0
1258,0
7870,0
6995,0
2096,0
1589,0
2140,0
1310,0
3016,0
1993,0
1824,0
5790,0
4624,0
7187,0
4599,0
9141,0
14838,0
11143,0
2026,0
2968,0
8877,0
24048,0
27854,93
23879,23
25613,37
25610,12
25611,7
26304,15
27508,0
27471,17
24383,17
25029,0
24884,26
26083,65
24262,20
25427,0
2270,0
599,0
8367,0
1698,0
5862,0
7966,0
18108,0
17086,0
12193,0
10458,0
10417,0
18732,0
17601,0
17771,0
10310,0
16838,0
15585,0
13026,0
23571,0
11192,0
20833,0
22304,0
22783,0
17334,0
35,0
99,0
19839,0
500,0
12030,0
503,0
11208,0
11325,0
16337,0
16183,0
19251,0
118,0
17193,0
19689,0
27833,0
9057,0
24552,0
25754,164
24924,4
27849,21
26168,9
25782,17
26508,46
28290,27
25091,9
23758,0
26547,0
8905,0
28264,0
8325,0
7231,0
5779,0
2571,0
10048,0
9965,0
2023,0
19005,0
5950,0
5536,0
5712,0
6994,0
4776,0
5782,0
2520,0
2716,0
2247,0
5483,0
5481,0
1566,0
2403,0
2410,0
3280,0
12445,0
8331,0
2972,0
1262,0
7875,0
7701,0
3167,0
2142,0
1731,0
1309,0
3345,0
28060,0
4229,0
1825,0
8482,0
2437,0
8691,0
27400,11
25078,60
24049,19
25414,13
26678,34
27412,25
27801,76
26914,0
23878,0
25030,0
25612,8
26915,0
26343,28
25034,95
23716,0
24386,53
5778,0
4622,0
4601,0
4597,0
11144,0
16285,0
13352,0
90,0
95,0
8366,0
1699,0
5861,0
7965,0
14619,0
17227,0
7320,0
2374,0
9849,0
12192,0
10459,0
10413,0
10418,0
16871,0
19890,0
10309,0
20583,0
20228,0
8229,0
22560,0
8067,0
25041,157
25050,52
25063,3
24801,77
25570,36
24556,0
24579,143
26174,126
27579,0
26961,5
25479,0
23921,64
24269,29
26513,97
1625,0
21188,0
20733,0
9350,0
21273,0
28191,0
11191,0
22478,0
21649,0
21252,0
12214,0
11597,0
11635,0
12540,0
15355,0
15379,0
21522,0
22945,0
21421,0
40,0
102,0
100,0
494,0
19522,0
12023,0
504,0
13142,0
498,0
16184,0
19252,0
17378,0
20061,0
2970,0
9056,0
8904,0
8324,0
10041,0
9964,0
2025,0
21133,0
5951,0
23757,24
23828,510
23816,0
23974,0
25598,25
26210,0
25749,20
26798,15
24233,11
26361,7
23925,12
24113,0
24218,8
27224,17
27832,57
26682,1
28263,9
5534,0
5713,0
4775,0
2502,0
2717,0
8686,0
2242,0
2244,0
5480,0
1564,0
2409,0
12443,0
3459,0
17489,0
18176,0
4620,0
4595,0
22375,0
3563,0
8853,0
4852,0
3415,0
28090,0
4167,0
27781,0
4627,0
1592,0
2093,0
3556,0
3668,0
2143,0
1729,0
1728,0
1305,0
3346,0
2153,0
4230,0
2433,0
18574,0
27708,0
8829,0
4602,0
2432,0
25072,21
23881,191
26907,15
25367,56
25031,555
25040,21
17127,0
25118,12
26809,6
27403,23
24242,4
23715,1
28059,5
26756,31
27290,392
25857,103
24782,42
25062,0
21235,0
11145,0
12772,0
27934,0
89,0
94,0
8365,0
1702,0
7969,0
14621,0
7318,0
2373,0
9847,0
9493,0
10415,0
21935,0
22044,0
10308,0
20584,0
8231,0
8068,0
1613,0
23530,0
7500,0
13022,0
17266,0
25228,2
28360,44
24668,0
24555,34
24925,0
24578,0
26176,9
26175,5
23920,34
26794,15
25781,31
24396,36
27232,0
27608,79
26591,9
23756,0
25453,0
23827,0
23815,0
26543,51
27698,0
9349,0
22230,0
21650,0
27794,0
27635,0
22087,0
13326,0
21253,0
11595,0
11634,0
12542,0
18731,0
22191,0
44,0
17673,0
495,0
18855,0
19204,0
10,0
1448,0
3560,0
10245,0
13140,0
496,0
19275,0
19066,0
19422,0
17377,0
20062,0
17759,0
2973,0
9052,0
8323,0
27701,0
21132,0
9962,0
2019,0
16283,0
11142,0
5948,0
5714,0
4765,0
26707,22
26793,24
28190,28
23950,17
25516,13
25028,11
23955,0
26209,0
27459,16
26796,18
24998,25
24260,122
25316,35
8685,0
2241,0
2249,0
4276,0
1996,0
4855,0
1556,0
10250,0
3279,0
2406,0
3458,0
17488,0
18424,0
3565,0
4854,0
9133,0
5485,0
1583,0
2094,0
3344,0
3018,0
3019,0
2144,0
1733,0
1304,0
2150,0
2434,0
19545,0
8826,0
5152,0
2431,0
6514,0
9775,0
25073,0
26262,273
23709,0
25076,13
25295,11
23880,24
23995,1
25075,34
26832,33
27712,20
26854,0
25986,11
24379,29
28089,40
24376,14
27780,5
25033,5
23723,355
25464,0
23702,21
24880,133
21698,0
96,0
382,0
603,0
93,0
8363,0
1701,0
8494,0
7772,0
2817,0
12783,0
13747,0
7315,0
2377,0
11026,0
9504,0
9492,0
22038,0
10312,0
21971,0
18066,0
16870,0
20200,0
10306,0
27726,0
21422,0
8232,0
20494,0
21121,0
21822,0
1614,0
23531,0
7499,0
11864,0
16797,0
25705,4
27933,57
24362,4
27468,32
27531,56
25260,17
24752,27
26489,82
24532,0
27433,41
24533,23
23647,0
9424,0
21191,0
21394,0
16832,0
22576,0
22256,0
20207,0
22976,0
12539,0
45,0
22242,0
22040,0
16287,0
19203,0
12,0
1445,0
28115,0
3562,0
10244,0
8361,0
9752,0
19399,0
9053,0
5707,0
10358,0
2018,0
5716,0
27790,0
8692,0
2254,0
26923,0
27697,19
23833,14
24040,7
27793,25
27634,50
27194,33
26143,41
26412,30
28192,0
23951,0
23954,0
23949,0
26515,544
26534,0
2250,0
4269,0
1998,0
4851,0
1241,0
10249,0
6438,0
2405,0
1999,0
3591,0
22760,0
3566,0
4271,0
4849,0
9134,0
1584,0
2106,0
3020,0
2145,0
2231,0
1734,0
1306,0
4939,0
4344,0
2435,0
17443,0
19463,0
8825,0
4273,0
8828,0
2445,0
6513,0
8364,0
23708,0
26916,3
26466,270
26339,11
27580,3
23889,0
23722,14
25463,58
23701,0
24389,78
25069,2
26714,50
27015,30
97,0
28083,0
381,0
604,0
91,0
1704,0
8495,0
7773,0
2814,0
12785,0
5629,0
2371,0
2378,0
11027,0
9499,0
9503,0
19220,0
16746,0
15945,0
21120,0
19798,0
1615,0
7493,0
11865,0
21250,0
13024,0
9423,0
22681,0
16793,0
17034,0
27500,47
27935,0
24923,2
25395,0
24912,11
24361,0
24660,21
27760,142
24359,0
26572,30
28087,19
26573,25
25671,7
24618,25
24938,7
25191,11
27725,151
26346,0
23991,20
27201,24
25172,15
23646,181
25112,31
27238,7
27666,0
22994,0
21173,0
20475,0
12571,0
11355,0
20629,0
11304,0
13120,0
12538,0
14793,0
37,0
19844,0
11,0
241,0
1578,0
10243,0
10084,0
9755,0
13102,0
9460,0
9467,0
18084,0
19364,0
5715,0
6669,0
2151,0
7265,0
4766,0
2253,0
24944,122
26554,38
24222,73
26128,158
23970,12
24301,7
26411,0
27455,389
23953,7
25593,24
25007,18
26514,0
26533,0
23922,19
26378,60
26578,36
26577,50
4270,0
4281,0
28072,0
20538,0
4850,0
1242,0
1240,0
6437,0
2404,0
3592,0
3567,0
4272,0
9130,0
7424,0
6484,0
1586,0
2105,0
3679,0
1342,0
3873,0
3021,0
27659,0
1322,0
3713,0
2230,0
3089,0
1250,0
2059,0
1735,0
1308,0
3138,0
16540,0
1425,0
2438,0
4274,0
2444,0
6512,0
27357,0
27287,0
27288,0
25070,36
23890,0
23888,9
25462,0
25048,162
25047,142
27809,0
380,0
8501,0
8499,0
7770,0
2812,0
5630,0
5640,0
5901,0
6608,0
9881,0
10751,0
10099,0
2816,0
7005,0
2375,0
11066,0
9494,0
9502,0
21109,0
17265,0
17952,0
8234,0
16846,0
20358,0
21668,0
19833,0
1623,0
7494,0
11866,0
11664,0
21249,0
18295,0
28082,0
24401,441
27541,1
24906,3
27557,66
