name,scn_name,bus,carrier,p_nom,p_max_pu,marginal_cost,efficiency,up_time_before,e_nom_max,control,weight,p_nom_opt
52044 load shedding,,52044,load shedding,36037798.39189942,0.9999999999999998,10000.007503184479,0.9999999999999998,1,0.0,Slack,36037798.39189942,36037798.39189942
52052 load shedding,,52052,load shedding,34768861.828804374,1.0,10000.008068287976,1.0,1,0.0,Slack,34768861.828804374,34768861.828804374
52053 load shedding,,52053,load shedding,13323833.912498025,0.9999999999999999,10000.008171863288,0.9999999999999999,1,0.0,Slack,13323833.912498025,13323833.912498025
52055 load shedding,,52055,load shedding,28170391.70071011,0.9999999999999998,10000.007411092232,0.9999999999999998,1,0.0,Slack,28170391.70071011,28170391.70071011
52058 load shedding,,52058,load shedding,46189290.89665982,0.9999999999999999,10000.008033392196,0.9999999999999999,1,0.0,Slack,46189290.89665982,46189290.89665982
52059 load shedding,,52059,load shedding,29185540.95118615,0.9999999999999998,10000.007923402061,0.9999999999999998,1,0.0,Slack,29185540.95118615,29185540.95118615
52061 load shedding,,52061,load shedding,22079496.19785387,0.9999999999999997,10000.008613135127,0.9999999999999997,1,0.0,Slack,22079496.19785387,22079496.19785387
52064 load shedding,,52064,load shedding,18653367.477497235,0.9999999999999997,10000.007944530185,0.9999999999999997,1,0.0,Slack,18653367.477497235,18653367.477497235
52069 load shedding,,52069,load shedding,49361632.30439745,0.9999999999999999,10000.007508461744,0.9999999999999999,1,0.0,Slack,49361632.30439745,49361632.30439745
52074 load shedding,,52074,load shedding,26013199.543448526,0.9999999999999998,10000.007744643597,0.9999999999999998,1,0.0,Slack,26013199.543448526,26013199.543448526
52084 load shedding,,52084,load shedding,9263236.910593865,0.9999999999999998,10000.008640234255,0.9999999999999998,1,0.0,Slack,9263236.910593865,9263236.910593865
52086 load shedding,,52086,load shedding,21825708.885234863,0.9999999999999999,10000.00783141903,0.9999999999999999,1,0.0,Slack,21825708.885234863,21825708.885234863
6 biomass,eGon2035,6,biomass,42.08440336439642,1.0,42.10884536686919,1.0,0,inf,PV,42.08440336439642,42.08440336439642
6 central_biomass_CHP,eGon2035,6,central_biomass_CHP,58.99401631659276,1.0,42.108833346583495,1.0,0,inf,PV,58.99401631659276,58.99401631659276
6 industrial_biomass_CHP,eGon2035,6,industrial_biomass_CHP,405.46456589956756,0.9999999999999998,42.108244459590665,0.9999999999999998,0,inf,PV,405.46456589956756,405.46456589956756
6 load shedding,,6,load shedding,42382481.20737467,0.9999999999999999,10000.008345353734,0.9999999999999999,1,0.0,PQ,42382481.20737467,42382481.20737467
6 solar,eGon2035,6,solar,2661.070156118087,1.0,0.017522550408349463,1.0,0,inf,PV,2661.070156118087,2661.070156118087
6 solar_rooftop,eGon2035,6,solar_rooftop,2144.8358902358386,1.0,0.017037017223026047,1.0,0,inf,PV,2144.8358902358386,2144.8358902358386
6 wind_offshore,eGon2035,6,wind_offshore,636.0,1.0,2.574159678018927,1.0,0,inf,PV,636.0,636.0
6 wind_onshore,eGon2035,6,wind_onshore,7314.889839945047,0.9999999999999999,1.3086860350922171,0.9999999999999999,0,inf,PV,7314.889839945047,7314.889839945047
64835 load shedding,,64835,load shedding,126893.65630950501,1.0,10000.001518994495,1.0,1,0.0,Slack,126893.65630950501,126893.65630950501
64947 load shedding,,64947,load shedding,126893.65630950501,1.0,10000.019851796622,1.0,1,0.0,Slack,126893.65630950501,126893.65630950501
65868 load shedding,,65868,load shedding,126893.65630950501,1.0,10000.003979257548,1.0,1,0.0,Slack,126893.65630950501,126893.65630950501
66067 load shedding,,66067,load shedding,20810559.634758823,0.9999999999999998,10000.007916052356,0.9999999999999998,1,0.0,Slack,20810559.634758823,20810559.634758823
66068 load shedding,,66068,load shedding,63573721.81106201,0.9999999999999999,10000.008287410994,0.9999999999999999,1,0.0,Slack,63573721.81106201,63573721.81106201
66069 load shedding,,66069,load shedding,38448777.86178002,0.9999999999999997,10000.007460945904,0.9999999999999997,1,0.0,Slack,38448777.86178002,38448777.86178002
66070 load shedding,,66070,load shedding,30327583.857971698,0.9999999999999997,10000.008155529287,0.9999999999999997,1,0.0,Slack,30327583.857971698,30327583.857971698
66071 load shedding,,66071,load shedding,36037798.39189942,0.9999999999999998,10000.008462597889,0.9999999999999998,1,0.0,Slack,36037798.39189942,36037798.39189942
66079 load shedding,,66079,load shedding,34768861.828804374,1.0,10000.008504545009,1.0,1,0.0,Slack,34768861.828804374,34768861.828804374
66080 load shedding,,66080,load shedding,13323833.912498025,0.9999999999999999,10000.008211212553,0.9999999999999999,1,0.0,Slack,13323833.912498025,13323833.912498025
66082 load shedding,,66082,load shedding,28170391.70071011,0.9999999999999998,10000.007802185859,0.9999999999999998,1,0.0,Slack,28170391.70071011,28170391.70071011
66085 load shedding,,66085,load shedding,46189290.89665982,0.9999999999999999,10000.008008959956,0.9999999999999999,1,0.0,Slack,46189290.89665982,46189290.89665982
66086 load shedding,,66086,load shedding,29185540.95118615,0.9999999999999998,10000.008063654172,0.9999999999999998,1,0.0,Slack,29185540.95118615,29185540.95118615
66088 load shedding,,66088,load shedding,22079496.19785387,0.9999999999999997,10000.007793522016,0.9999999999999997,1,0.0,Slack,22079496.19785387,22079496.19785387
66091 load shedding,,66091,load shedding,18653367.477497235,0.9999999999999997,10000.008100881434,0.9999999999999997,1,0.0,Slack,18653367.477497235,18653367.477497235
66096 load shedding,,66096,load shedding,49361632.30439745,0.9999999999999999,10000.00814910293,0.9999999999999999,1,0.0,Slack,49361632.30439745,49361632.30439745
66101 load shedding,,66101,load shedding,26013199.543448526,0.9999999999999998,10000.00790591356,0.9999999999999998,1,0.0,Slack,26013199.543448526,26013199.543448526
66111 load shedding,,66111,load shedding,9263236.910593865,0.9999999999999998,10000.00749568741,0.9999999999999998,1,0.0,Slack,9263236.910593865,9263236.910593865
66113 load shedding,,66113,load shedding,21825708.885234863,0.9999999999999999,10000.007205154136,0.9999999999999999,1,0.0,Slack,21825708.885234863,21825708.885234863
69914 load shedding,,69914,load shedding,29185540.95118615,0.9999999999999998,10000.008263816448,0.9999999999999998,1,0.0,Slack,29185540.95118615,29185540.95118615
69915 load shedding,,69915,load shedding,45935503.58404081,0.9999999999999998,10000.007873812012,0.9999999999999998,1,0.0,Slack,45935503.58404081,45935503.58404081
69920 load shedding,,69920,load shedding,34641968.172494866,0.9999999999999998,10000.00813631625,0.9999999999999998,1,0.0,Slack,34641968.172494866,34641968.172494866
69924 load shedding,,69924,load shedding,29946902.889043182,0.9999999999999998,10000.007950653711,0.9999999999999998,1,0.0,Slack,29946902.889043182,29946902.889043182
69925 load shedding,,69925,load shedding,63446828.1547525,1.0,10000.008277520892,1.0,1,0.0,Slack,63446828.1547525,63446828.1547525
69929 load shedding,,69929,load shedding,38194990.54916101,0.9999999999999998,10000.00858850159,0.9999999999999998,1,0.0,Slack,38194990.54916101,38194990.54916101
69931 load shedding,,69931,load shedding,49107844.99177844,0.9999999999999999,10000.007863278577,0.9999999999999999,1,0.0,Slack,49107844.99177844,49107844.99177844
69958 load shedding,,69958,load shedding,36037798.39189942,0.9999999999999998,10000.00834402849,0.9999999999999998,1,0.0,Slack,36037798.39189942,36037798.39189942
7 biomass,eGon2035,7,biomass,68.76598705448791,1.0,42.10812312602179,1.0,0,inf,PV,68.76598705448791,68.76598705448791
7 central_biomass_CHP,eGon2035,7,central_biomass_CHP,73.43725292643371,1.0,42.108116208166514,1.0,0,inf,PV,73.43725292643371,73.43725292643371
7 industrial_biomass_CHP,eGon2035,7,industrial_biomass_CHP,960.8462072028848,0.9999999999999999,42.108216438237,0.9999999999999999,0,inf,PV,960.8462072028848,960.8462072028848
7 load shedding,,7,load shedding,81592621.00701173,0.9999999999999997,10000.008403650623,0.9999999999999997,1,0.0,PQ,81592621.00701173,81592621.00701173
7 others,eGon2035,7,others,71.76609549927517,1.0,0.007545460210263393,1.0,0,inf,PV,71.76609549927517,71.76609549927517
7 reservoir,eGon2035,7,reservoir,191.5590395171949,0.6500000000000001,0.007984659897501533,1.0,0,inf,PV,191.5590395171949,191.5590395171949
7 run_of_river,eGon2035,7,run_of_river,1890.1184122073557,0.6500000000000001,0.007921045584498203,1.0000000000000002,0,inf,PV,1890.1184122073557,1890.1184122073557
7 solar,eGon2035,7,solar,5698.745173426076,1.0,0.017446399214456104,1.0,0,inf,PV,5698.745173426076,5698.745173426076
7 solar_rooftop,eGon2035,7,solar_rooftop,8990.621565409583,1.0,0.017734575748946532,1.0,0,inf,PV,8990.621565409583,8990.621565409583
7 wind_onshore,eGon2035,7,wind_onshore,1139.3557108548728,0.9999999999999999,1.3077587178834882,0.9999999999999999,0,inf,PV,1139.3557108548728,1139.3557108548728
70054 load shedding,,70054,load shedding,21698815.228925355,0.9999999999999998,10000.008479143693,0.9999999999999998,1,0.0,Slack,21698815.228925355,21698815.228925355
70058 load shedding,,70058,load shedding,28170391.70071011,0.9999999999999998,10000.008067731496,0.9999999999999998,1,0.0,Slack,28170391.70071011,28170391.70071011
70154 load shedding,,70154,load shedding,13196940.256188521,1.0,10000.00873397808,1.0,1,0.0,Slack,13196940.256188521,13196940.256188521
70292 load shedding,,70292,load shedding,25886305.887139022,0.9999999999999998,10000.007585090052,0.9999999999999998,1,0.0,Slack,25886305.887139022,25886305.887139022
70304 load shedding,,70304,load shedding,21952602.541544367,0.9999999999999998,10000.007440707668,0.9999999999999998,1,0.0,Slack,21952602.541544367,21952602.541544367
70310 load shedding,,70310,load shedding,9136343.254284361,1.0,10000.008347716452,1.0,1,0.0,Slack,9136343.254284361,9136343.254284361
70512 load shedding,,70512,load shedding,20810559.634758823,0.9999999999999998,10000.007775837015,0.9999999999999998,1,0.0,Slack,20810559.634758823,20810559.634758823
70797 load shedding,,70797,load shedding,18653367.477497235,0.9999999999999997,10000.008416103823,0.9999999999999997,1,0.0,Slack,18653367.477497235,18653367.477497235
70798 CH4_NG,eGon2035,70798,CH4_NG,4184013.089589359,0.9999999999999999,40.98579021289704,0.9999999999999999,0,inf,Slack,4184013.0895893583,4184013.089589359
70798 CH4_biogas,eGon2035,70798,CH4_biogas,1673.76567,1.0,25.607335456821048,1.0,0,inf,PQ,1673.76567,1673.76567
70798 load shedding,,70798,load shedding,78547173.25558361,0.9999999999999998,10000.008132317078,0.9999999999999998,1,0.0,PQ,78547173.2555836,78547173.25558361
70812 load shedding,,70812,load shedding,78547173.25558361,0.9999999999999998,10000.008124253181,0.9999999999999998,1,0.0,Slack,78547173.2555836,78547173.25558361
70813 central_biomass_CHP_heat,eGon2035,70813,central_biomass_CHP_heat,121.77139999999999,1.0,0.008413655201787322,1.0,0,inf,Slack,121.77139999999999,121.77139999999999
70813 load shedding,,70813,load shedding,19541623.071663775,0.9999999999999998,10000.008710799302,0.9999999999999998,1,0.0,PQ,19541623.07166377,19541623.071663775
70813 solar_thermal_collector,eGon2035,70813,solar_thermal_collector,459.1270224883328,1.0,0.00791645956691552,1.0,0,inf,PQ,459.1270224883328,459.1270224883328
70814 central_biomass_CHP_heat,eGon2035,70814,central_biomass_CHP_heat,105.39699999999999,1.0,0.0069134212201401495,1.0,0,inf,Slack,105.397,105.39699999999999
70814 load shedding,,70814,load shedding,28551072.669638626,1.0,10000.00728640415,1.0,1,0.0,PQ,28551072.669638626,28551072.669638626
70814 solar_thermal_collector,eGon2035,70814,solar_thermal_collector,661.0730088467935,1.0,0.008252715959865093,1.0,0,inf,PQ,661.0730088467935,661.0730088467935
70815 central_biomass_CHP_heat,eGon2035,70815,central_biomass_CHP_heat,1214.92272,1.0,0.009033764164857554,1.0,0,inf,Slack,1214.92272,1214.92272
70815 geo_thermal,eGon2035,70815,geo_thermal,10.40557789431575,1.0,0.008749490384472168,1.0,0,inf,PQ,10.40557789431575,10.40557789431575
70815 load shedding,,70815,load shedding,38321884.20547052,0.9999999999999999,10000.007860475334,0.9999999999999999,1,0.0,PQ,38321884.20547051,38321884.20547052
70815 solar_thermal_collector,eGon2035,70815,solar_thermal_collector,635.1268506418185,0.9999999999999999,0.008112310032709291,0.9999999999999999,0,inf,PQ,635.1268506418184,635.1268506418185
70816 central_biomass_CHP_heat,eGon2035,70816,central_biomass_CHP_heat,2.413,0.9999999999999998,0.007384700372293578,0.9999999999999998,0,inf,Slack,2.413,2.413
70816 geo_thermal,eGon2035,70816,geo_thermal,221.95233519814212,1.0,0.02241196821909506,1.0,0,inf,PQ,221.95233519814212,221.95233519814212
70816 load shedding,,70816,load shedding,253787.31261901002,1.0,10000.008371931803,1.0,1,0.0,PQ,253787.31261901002,253787.31261901002
70816 solar_thermal_collector,eGon2035,70816,solar_thermal_collector,1.4740919488621584,1.0,0.016273857987903803,1.0,0,inf,PQ,1.4740919488621584,1.4740919488621584
70817 central_biomass_CHP_heat,eGon2035,70817,central_biomass_CHP_heat,156.97619999999998,1.0,0.00801728236626407,1.0,0,inf,Slack,156.9762,156.97619999999998
70817 geo_thermal,eGon2035,70817,geo_thermal,381.7720362284377,1.0,0.007555468356436753,1.0,0,inf,PQ,381.7720362284377,381.7720362284377
70817 load shedding,,70817,load shedding,40225289.0501131,0.9999999999999998,10000.00793569878,0.9999999999999998,1,0.0,PQ,40225289.05011309,40225289.0501131
70817 solar_thermal_collector,eGon2035,70817,solar_thermal_collector,978.5101976612168,1.0,0.0075693845837797764,1.0,0,inf,PQ,978.5101976612169,978.5101976612168
70818 central_biomass_CHP_heat,eGon2035,70818,central_biomass_CHP_heat,80.19300000000001,0.9999999999999999,0.008889652018194262,0.9999999999999999,0,inf,Slack,80.193,80.19300000000001
70818 load shedding,,70818,load shedding,16369281.663926147,1.0,10000.007547322733,1.0,1,0.0,PQ,16369281.663926147,16369281.663926147
70818 solar_thermal_collector,eGon2035,70818,solar_thermal_collector,468.7457023134581,1.0,0.009063377483364348,1.0,0,inf,PQ,468.74570231345814,468.7457023134581
70819 central_biomass_CHP_heat,eGon2035,70819,central_biomass_CHP_heat,51.653,1.0,0.006262265171390256,1.0,0,inf,Slack,51.653,51.653
70819 load shedding,,70819,load shedding,17511324.570711695,0.9999999999999998,10000.00675311742,0.9999999999999998,1,0.0,PQ,17511324.57071169,17511324.570711695
70819 solar_thermal_collector,eGon2035,70819,solar_thermal_collector,351.97458718117105,0.9999999999999999,0.008412893584937563,0.9999999999999999,0,inf,PQ,351.974587181171,351.97458718117105
70820 central_biomass_CHP_heat,eGon2035,70820,central_biomass_CHP_heat,72.90299999999999,1.0,0.007805311959014685,1.0,0,inf,Slack,72.90299999999999,72.90299999999999
70820 load shedding,,70820,load shedding,20810559.634758826,0.9999999999999998,10000.008483055613,0.9999999999999998,1,0.0,PQ,20810559.634758823,20810559.634758826
70820 solar_thermal_collector,eGon2035,70820,solar_thermal_collector,558.4519404404125,0.9999999999999998,0.008915209720753528,0.9999999999999998,0,inf,PQ,558.4519404404124,558.4519404404125
70821 central_biomass_CHP_heat,eGon2035,70821,central_biomass_CHP_heat,266.9255,1.0,0.007523938063273806,1.0,0,inf,Slack,266.9255,266.9255
70821 load shedding,,70821,load shedding,40479076.36273211,0.9999999999999997,10000.007649418618,0.9999999999999997,1,0.0,PQ,40479076.3627321,40479076.36273211
70821 solar_thermal_collector,eGon2035,70821,solar_thermal_collector,815.5789486581377,0.9999999999999999,0.007584321590236311,0.9999999999999999,0,inf,PQ,815.5789486581377,815.5789486581377
70822 central_biomass_CHP_heat,eGon2035,70822,central_biomass_CHP_heat,576.2239000000001,1.0,0.007829236544758162,1.0,0,inf,Slack,576.2239,576.2239000000001
70822 load shedding,,70822,load shedding,29058647.29487665,1.0,10000.007908848494,1.0,1,0.0,PQ,29058647.294876646,29058647.29487665
70822 solar_thermal_collector,eGon2035,70822,solar_thermal_collector,162.12185601219724,1.0,0.008173443600495718,1.0,0,inf,PQ,162.12185601219724,162.12185601219724
70824 central_biomass_CHP_heat,eGon2035,70824,central_biomass_CHP_heat,422.2585000000001,0.9999999999999998,0.007484981512214223,0.9999999999999998,0,inf,Slack,422.2585,422.2585000000001
70824 geo_thermal,eGon2035,70824,geo_thermal,5.469209706605611,1.0,0.007467909647322016,1.0,0,inf,PQ,5.469209706605611,5.469209706605611
70824 load shedding,,70824,load shedding,19034048.44642576,0.9999999999999997,10000.008485445001,0.9999999999999997,1,0.0,PQ,19034048.44642575,19034048.44642576
70824 solar_thermal_collector,eGon2035,70824,solar_thermal_collector,601.0494586532864,1.0000000000000002,0.007196131571710444,1.0000000000000002,0,inf,PQ,601.0494586532865,601.0494586532864
70826 central_biomass_CHP_heat,eGon2035,70826,central_biomass_CHP_heat,91.23,0.9999999999999999,0.007879508552295193,0.9999999999999999,0,inf,Slack,91.23,91.23
70826 geo_thermal,eGon2035,70826,geo_thermal,20.005307566237967,1.0,0.013416971720367201,1.0,0,inf,PQ,20.005307566237967,20.005307566237967
70826 load shedding,,70826,load shedding,17511324.570711695,0.9999999999999998,10000.007609116528,0.9999999999999998,1,0.0,PQ,17511324.57071169,17511324.570711695
70826 solar_thermal_collector,eGon2035,70826,solar_thermal_collector,307.5566877586953,0.9999999999999999,0.007727067154665753,0.9999999999999999,0,inf,PQ,307.5566877586953,307.5566877586953
70827 load shedding,,70827,load shedding,253787.31261901002,1.0,10000.005198871368,1.0,1,0.0,Slack,253787.31261901002,253787.31261901002
70828 central_biomass_CHP_heat,eGon2035,70828,central_biomass_CHP_heat,4425.664,0.9999999999999999,0.00831388296898709,0.9999999999999999,0,inf,Slack,4425.664,4425.664
70828 load shedding,,70828,load shedding,10024598.848450903,0.9999999999999993,10000.006526468242,0.9999999999999993,1,0.0,PQ,10024598.848450895,10024598.848450903
70828 solar_thermal_collector,eGon2035,70828,solar_thermal_collector,123.8284352440683,1.0,0.007538053935999886,1.0,0,inf,PQ,123.82843524406832,123.8284352440683
70829 central_biomass_CHP_heat,eGon2035,70829,central_biomass_CHP_heat,66.24789999999999,1.0000000000000002,0.008729929232002541,1.0000000000000002,0,inf,Slack,66.2479,66.24789999999999
70829 load shedding,,70829,load shedding,8121194.0038083205,1.0,10000.007180234083,1.0,1,0.0,PQ,8121194.0038083205,8121194.0038083205
70829 solar_thermal_collector,eGon2035,70829,solar_thermal_collector,192.58290617428867,0.9999999999999999,0.0076156380833355955,0.9999999999999999,0,inf,PQ,192.58290617428864,192.58290617428867
70830 central_biomass_CHP_heat,eGon2035,70830,central_biomass_CHP_heat,1.753,1.0,0.006938218156318472,1.0,0,inf,Slack,1.753,1.753
70830 load shedding,,70830,load shedding,1649617.5320235651,1.0,10000.009817199789,1.0,1,0.0,PQ,1649617.5320235651,1649617.5320235651
70830 solar_thermal_collector,eGon2035,70830,solar_thermal_collector,53.870888876059574,1.0,0.009438982074477761,1.0,0,inf,PQ,53.870888876059574,53.870888876059574
70831 central_biomass_CHP_heat,eGon2035,70831,central_biomass_CHP_heat,50.935,1.0,0.007668956074154805,1.0,0,inf,Slack,50.935,50.935
70831 geo_thermal,eGon2035,70831,geo_thermal,10.54251720461841,1.0,0.020760658587686907,1.0,0,inf,PQ,10.54251720461841,10.54251720461841
70831 load shedding,,70831,load shedding,4568171.627142181,1.0,10000.008313663566,1.0,1,0.0,PQ,4568171.627142181,4568171.627142181
70831 solar_thermal_collector,eGon2035,70831,solar_thermal_collector,179.34219039501545,1.0,0.009492737132666861,1.0,0,inf,PQ,179.34219039501545,179.34219039501545
70832 central_biomass_CHP_heat,eGon2035,70832,central_biomass_CHP_heat,113.99549999999999,1.0,0.00765267716644652,1.0,0,inf,Slack,113.99549999999999,113.99549999999999
70832 geo_thermal,eGon2035,70832,geo_thermal,317.78758818584595,1.0,0.009145276567491756,1.0,0,inf,PQ,317.78758818584595,317.78758818584595
70832 load shedding,,70832,load shedding,10912854.442617437,0.9999999999999993,10000.007549935806,0.9999999999999993,1,0.0,PQ,10912854.442617431,10912854.442617437
70832 solar_thermal_collector,eGon2035,70832,solar_thermal_collector,277.0467651677241,1.0,0.007585854456831048,1.0,0,inf,PQ,277.0467651677241,277.0467651677241
70833 load shedding,,70833,load shedding,19541623.071663775,0.9999999999999998,10000.008404248825,0.9999999999999998,1,0.0,Slack,19541623.07166377,19541623.071663775
70834 load shedding,,70834,load shedding,28551072.669638626,1.0,10000.008512198718,1.0,1,0.0,Slack,28551072.669638626,28551072.669638626
70835 load shedding,,70835,load shedding,38321884.20547052,0.9999999999999999,10000.007842000632,0.9999999999999999,1,0.0,Slack,38321884.20547051,38321884.20547052
70836 load shedding,,70836,load shedding,253787.31261901002,1.0,10000.009719938522,1.0,1,0.0,Slack,253787.31261901002,253787.31261901002
70837 load shedding,,70837,load shedding,40225289.0501131,0.9999999999999998,10000.007836994448,0.9999999999999998,1,0.0,Slack,40225289.05011309,40225289.0501131
70838 load shedding,,70838,load shedding,16369281.663926147,1.0,10000.008431800283,1.0,1,0.0,Slack,16369281.663926147,16369281.663926147
70839 load shedding,,70839,load shedding,17511324.570711695,0.9999999999999998,10000.009119220484,0.9999999999999998,1,0.0,Slack,17511324.57071169,17511324.570711695
70840 load shedding,,70840,load shedding,20810559.634758826,0.9999999999999998,10000.007270883987,0.9999999999999998,1,0.0,Slack,20810559.634758823,20810559.634758826
70841 load shedding,,70841,load shedding,40479076.36273211,0.9999999999999997,10000.007429551835,0.9999999999999997,1,0.0,Slack,40479076.3627321,40479076.36273211
70842 load shedding,,70842,load shedding,29058647.29487665,1.0,10000.007463001813,1.0,1,0.0,Slack,29058647.294876646,29058647.29487665
70843 load shedding,,70843,load shedding,19034048.44642576,0.9999999999999997,10000.007770202863,0.9999999999999997,1,0.0,Slack,19034048.44642575,19034048.44642576
70844 load shedding,,70844,load shedding,17511324.570711695,0.9999999999999998,10000.00827776757,0.9999999999999998,1,0.0,Slack,17511324.57071169,17511324.570711695
70845 load shedding,,70845,load shedding,253787.31261901002,1.0,10000.005499022882,1.0,1,0.0,Slack,253787.31261901002,253787.31261901002
70846 load shedding,,70846,load shedding,10024598.848450903,0.9999999999999993,10000.007542982608,0.9999999999999993,1,0.0,Slack,10024598.848450895,10024598.848450903
70847 load shedding,,70847,load shedding,8121194.0038083205,1.0,10000.007815855992,1.0,1,0.0,Slack,8121194.0038083205,8121194.0038083205
70848 load shedding,,70848,load shedding,1649617.5320235651,1.0,10000.00502890439,1.0,1,0.0,Slack,1649617.5320235651,1649617.5320235651
70849 load shedding,,70849,load shedding,4568171.627142181,1.0,10000.006509158915,1.0,1,0.0,Slack,4568171.627142181,4568171.627142181
70850 load shedding,,70850,load shedding,10912854.442617437,0.9999999999999993,10000.009426835388,0.9999999999999993,1,0.0,Slack,10912854.442617431,10912854.442617437
8 biomass,eGon2035,8,biomass,40.61700909890941,1.0000000000000002,42.10749880771058,1.0000000000000002,0,inf,PV,40.61700909890941,40.61700909890941
8 central_biomass_CHP,eGon2035,8,central_biomass_CHP,19.356129839558115,1.0,42.10892880383034,1.0,0,inf,PV,19.356129839558115,19.356129839558115
8 industrial_biomass_CHP,eGon2035,8,industrial_biomass_CHP,462.14245797316636,0.9999999999999999,42.10802820696743,0.9999999999999999,0,inf,PV,462.14245797316636,462.14245797316636
8 load shedding,,8,load shedding,47077546.49082636,0.9999999999999998,10000.007679641925,0.9999999999999998,1,0.0,PQ,47077546.49082636,47077546.49082636
8 run_of_river,eGon2035,8,run_of_river,30.407058016604026,0.65,0.008782031200664156,1.0,0,inf,PV,30.407058016604026,30.407058016604026
8 solar,eGon2035,8,solar,622.783354303955,1.0,0.018720059205820174,1.0,0,inf,PV,622.783354303955,622.783354303955
8 solar_rooftop,eGon2035,8,solar_rooftop,2626.5697968848986,1.0,0.01785205690071152,1.0,0,inf,PV,2626.5697968848986,2626.5697968848986
8 wind_offshore,eGon2035,8,wind_offshore,11011.0,1.0,2.567876936129869,1.0,0,inf,PV,11011.0,11011.0
8 wind_onshore,eGon2035,8,wind_onshore,8013.240261891101,1.0,1.3076207008247813,1.0,0,inf,PV,8013.240261891101,8013.240261891101
9 biomass,eGon2035,9,biomass,37.93526483228421,1.0000000000000002,42.11114736130332,1.0000000000000002,0,inf,PV,37.93526483228421,37.93526483228421
9 central_biomass_CHP,eGon2035,9,central_biomass_CHP,57.84924648978351,1.0000000000000002,42.105158061549986,1.0000000000000002,0,inf,PV,57.84924648978351,57.84924648978351
9 industrial_biomass_CHP,eGon2035,9,industrial_biomass_CHP,165.8055567817091,1.0,42.10773572870596,1.0,0,inf,PV,165.8055567817091,165.8055567817091
9 load shedding,,9,load shedding,27789710.7317816,0.9999999999999998,10000.00866336538,0.9999999999999998,1,0.0,PQ,27789710.7317816,27789710.7317816
9 oil,eGon2035,9,oil,93.5,1.0,101.83665816731734,1.0,0,inf,PV,93.5,93.5
9 solar,eGon2035,9,solar,2477.5649561781834,1.0,0.019176342589144805,1.0,0,inf,PV,2477.5649561781834,2477.5649561781834
9 solar_rooftop,eGon2035,9,solar_rooftop,1033.1270818150626,1.0,0.017110343665787873,1.0,0,inf,PV,1033.1270818150626,1033.1270818150626
9 wind_offshore,eGon2035,9,wind_offshore,1768.0,1.0,2.564466852293082,1.0,0,inf,PV,1768.0,1768.0
9 wind_onshore,eGon2035,9,wind_onshore,5231.686675607907,0.9999999999999999,1.3082751948403208,0.9999999999999999,0,inf,PV,5231.686675607907,5231.686675607907
0 biomass ramp_up,,0,biomass,135.2515057453517,1.0,46.10779290094284,1.0,1,,PQ,1.0,135.2515057453517
0 others ramp_up,,0,others,50.025743037678446,1.0,6.567876936585025,1.0,1,,PQ,1.0,50.025743037678446
0 reservoir ramp_up,,0,reservoir,162.67852088078098,1.0,6.567876936585025,1.0,1,,PQ,1.0,162.67852088078098
0 run_of_river ramp_up,,0,run_of_river,49.45791910531347,1.0,6.567876936585025,1.0,1,,PQ,1.0,49.45791910531347
0 solar ramp_up,,0,solar,1240.7979164698352,1.0,6.567876936585025,1.0,1,,PQ,1.0,1240.7979164698352
0 solar_rooftop ramp_up,,0,solar_rooftop,5972.748220246721,1.0,6.567876936585025,1.0,1,,PQ,1.0,5972.748220246721
0 wind_offshore ramp_up,,0,wind_offshore,4000.0,1.0,6.568132717738114,1.0,1,,PQ,1.0,4000.0
0 wind_onshore ramp_up,,0,wind_onshore,8607.26830479213,1.0,6.567876936585025,1.0,1,,PQ,1.0,8607.26830479213
1 biomass ramp_up,,1,biomass,54.49203950130611,1.0,46.109358731127806,1.0,1,,PQ,1.0,54.49203950130611
1 others ramp_up,,1,others,12.965762257350994,1.0,6.567876936585025,1.0,1,,PQ,1.0,12.965762257350994
1 reservoir ramp_up,,1,reservoir,3.9381559248030067,1.0,6.567876936585025,1.0,1,,PQ,1.0,3.9381559248030067
1 run_of_river ramp_up,,1,run_of_river,56.36272818028936,1.0,6.567876936585025,1.0,1,,PQ,1.0,56.36272818028936
1 solar ramp_up,,1,solar,3846.23856630648,1.0,6.567876936585025,1.0,1,,PQ,1.0,3846.23856630648
1 solar_rooftop ramp_up,,1,solar_rooftop,3569.4645116890815,1.0,6.567876936585025,1.0,1,,PQ,1.0,3569.4645116890815
1 wind_onshore ramp_up,,1,wind_onshore,6335.029454400376,1.0,6.567876936585025,1.0,1,,PQ,1.0,6335.029454400376
10 biomass ramp_up,,10,biomass,45.05277860512044,1.0,46.10850115477126,1.0,1,,PQ,1.0,45.05277860512044
10 others ramp_up,,10,others,10.586964350018004,1.0,6.567876936585025,1.0,1,,PQ,1.0,10.586964350018004
10 run_of_river ramp_up,,10,run_of_river,25.7907279972286,1.0,6.567876936585025,1.0,1,,PQ,1.0,25.7907279972286
10 solar ramp_up,,10,solar,1131.3610941235827,1.0,6.567876936585025,1.0,1,,PQ,1.0,1131.3610941235827
10 solar_rooftop ramp_up,,10,solar_rooftop,5616.9331097783925,1.0,6.567876936585025,1.0,1,,PQ,1.0,5616.9331097783925
